Lab Data from MenloSensor
04/20/2015

Sunny day monitoring from about 12:26 PM on

Battery started mostly discharged 12:16 PM

No light flashing due to day/night program

Microcontroller always on at default 8Mhz ceramic resonator
  - No microcontroller power saving programmed as of yet

Radio on new power control program with radio power off after
250ms.

30 second update rate that automatically powers on the radio,
reads the sensors and sends the data update.

Need current measurements for:

  - In radio power off state

  - 70-85ma with radio powered on from previous testing

600ma hour single cell AA NiCD battery 1.25v

In the past can expect the device go shutoff when battery
gets below 0.90v
2015/04/20 19:25:38: 03C4.01A8.01E9.0155.0000 battery 1.368V solar 1.577V 
2015/04/20 19:26:08: 03C6.01A8.01E9.0156.0000 battery 1.368V solar 1.577V 
2015/04/20 19:27:08: 03CA.01A8.01EA.0157.0000 battery 1.368V solar 1.581V 
2015/04/20 19:27:38: 03CC.01A5.01EA.0158.0000 battery 1.358V solar 1.581V 
2015/04/20 19:28:08: 03CC.01A8.01EB.0152.0000 battery 1.368V solar 1.584V 
2015/04/20 19:29:08: 03CB.01A7.01EA.0158.0000 battery 1.365V solar 1.581V 
2015/04/20 19:29:38: 03CA.01A7.01E9.0158.0000 battery 1.365V solar 1.577V 
2015/04/20 19:30:08: 03C9.01A7.01E8.0157.0000 battery 1.365V solar 1.574V 
2015/04/20 19:30:38: 03C4.01A8.01E8.0156.0000 battery 1.368V solar 1.574V 
2015/04/20 19:31:08: 03C3.01A7.01E7.0157.0000 battery 1.365V solar 1.571V 
2015/04/20 19:31:38: 03C3.01A7.01E7.0156.0000 battery 1.365V solar 1.571V 
2015/04/20 19:32:08: 03BF.01A8.01D9.0156.0000 battery 1.368V solar 1.526V 
2015/04/20 19:32:38: 03BE.01A7.01E6.0152.0000 battery 1.365V solar 1.568V 
2015/04/20 19:33:08: 03BD.01A7.01E5.0156.0000 battery 1.365V solar 1.565V 
2015/04/20 19:33:38: 03BA.01A7.01E5.0156.0000 battery 1.365V solar 1.565V 
2015/04/20 19:34:08: 03BA.01A7.01E4.014D.0000 battery 1.365V solar 1.561V 
2015/04/20 19:34:38: 03B9.01A6.01E4.0156.0000 battery 1.361V solar 1.561V 
2015/04/20 19:35:08: 03B6.01A7.01E4.0155.0000 battery 1.365V solar 1.561V 
2015/04/20 19:35:38: 03B4.01A7.01E4.0155.0000 battery 1.365V solar 1.561V 
2015/04/20 19:36:08: 03B2.01A7.01E4.0155.0000 battery 1.365V solar 1.561V 
2015/04/20 19:36:38: 03B1.01A7.01E1.0155.0000 battery 1.365V solar 1.552V 
2015/04/20 19:37:08: 03B1.01A1.01E2.0155.0000 battery 1.345V solar 1.555V 
2015/04/20 19:37:38: 03B1.01A6.01E2.0155.0000 battery 1.361V solar 1.555V 
2015/04/20 19:38:08: 03B0.01A7.01E3.014C.0000 battery 1.365V solar 1.558V 
2015/04/20 19:38:38: 03B0.01A7.01E2.0152.0000 battery 1.365V solar 1.555V 
2015/04/20 19:39:08: 03B1.01A7.01E0.0155.0000 battery 1.365V solar 1.548V 
2015/04/20 19:39:38: 03B2.01A7.01D4.0155.0000 battery 1.365V solar 1.510V 
2015/04/20 19:40:08: 03B3.01A6.01E2.0155.0000 battery 1.361V solar 1.555V 
2015/04/20 19:40:38: 03B7.019F.01E1.0155.0000 battery 1.339V solar 1.552V 
2015/04/20 19:41:08: 03BA.01A7.01E2.0154.0000 battery 1.365V solar 1.555V 
2015/04/20 19:41:38: 03BF.01A6.01E2.014C.0000 battery 1.361V solar 1.555V 
2015/04/20 19:42:08: 03C2.01A6.01E2.0155.0000 battery 1.361V solar 1.555V 
2015/04/20 19:42:38: 03C6.01A6.01E2.0155.0000 battery 1.361V solar 1.555V 
2015/04/20 19:43:08: 03CA.01A6.01E2.0155.0000 battery 1.361V solar 1.555V 
2015/04/20 19:43:38: 03CA.019A.01D9.0155.0000 battery 1.323V solar 1.526V 
2015/04/20 19:44:08: 03CA.01A6.01E2.0152.0000 battery 1.361V solar 1.555V 
2015/04/20 19:44:38: 03CA.01A6.01E1.0155.0000 battery 1.361V solar 1.552V 
2015/04/20 19:45:08: 03C7.01A2.01DC.0155.0000 battery 1.348V solar 1.535V 
2015/04/20 19:45:38: 03C5.01A6.01DE.0155.0000 battery 1.361V solar 1.542V 
2015/04/20 19:46:08: 03C5.01A6.01E1.0151.0000 battery 1.361V solar 1.552V 
2015/04/20 19:46:38: 03C3.01A6.01E0.0155.0000 battery 1.361V solar 1.548V 
2015/04/20 19:47:08: 03C3.01A5.01E0.0155.0000 battery 1.358V solar 1.548V 
2015/04/20 19:47:38: 03C4.01A6.01E1.0155.0000 battery 1.361V solar 1.552V 
2015/04/20 19:48:08: 03C8.01A2.01DE.0155.0000 battery 1.348V solar 1.542V 
2015/04/20 19:48:38: 03C9.01A6.01E1.014E.0000 battery 1.361V solar 1.552V 
2015/04/20 19:49:08: 03CA.01A6.01E1.014E.0000 battery 1.361V solar 1.552V 
2015/04/20 19:49:38: 03CA.01A6.01D4.0155.0000 battery 1.361V solar 1.510V 
2015/04/20 19:50:08: 03C7.01A5.01E0.0155.0000 battery 1.358V solar 1.548V 
2015/04/20 19:50:38: 03C4.01A6.01E0.0154.0000 battery 1.361V solar 1.548V 
2015/04/20 19:51:08: 03C4.01A5.01DF.0153.0000 battery 1.358V solar 1.545V 
2015/04/20 19:51:38: 03C3.01A4.01DE.0155.0000 battery 1.355V solar 1.542V 
2015/04/20 19:52:08: 03C1.01A5.01DE.0154.0000 battery 1.358V solar 1.542V 
2015/04/20 19:52:38: 03C1.0197.01DE.0154.0000 battery 1.313V solar 1.542V 
2015/04/20 19:53:08: 03C3.01A5.01DF.0154.0000 battery 1.358V solar 1.545V 
2015/04/20 19:53:38: 03C7.01A5.01DF.0154.0000 battery 1.358V solar 1.545V 
2015/04/20 19:54:08: 03CB.01A3.01DF.0155.0000 battery 1.352V solar 1.545V 
2015/04/20 19:54:38: 03CE.01A6.01DB.0155.0000 battery 1.361V solar 1.532V 
2015/04/20 19:55:08: 03CF.01A5.01E1.0156.0000 battery 1.358V solar 1.552V 
2015/04/20 19:55:38: 03D1.0199.01E1.0156.0000 battery 1.319V solar 1.552V 
2015/04/20 19:56:08: 03D1.01A4.01E1.0156.0000 battery 1.355V solar 1.552V 
2015/04/20 19:56:38: 03D0.01A5.01E1.0156.0000 battery 1.358V solar 1.552V 
2015/04/20 19:57:08: 03CC.01A6.01D8.0155.0000 battery 1.361V solar 1.523V 
2015/04/20 19:57:38: 03C8.01A5.01E0.014C.0000 battery 1.358V solar 1.548V 
2015/04/20 19:58:08: 03C2.01A5.01DF.0154.0000 battery 1.358V solar 1.545V 
2015/04/20 19:58:38: 03BD.01A5.01DD.014D.0000 battery 1.358V solar 1.539V 
2015/04/20 19:59:08: 03B3.01A5.01DC.0150.0000 battery 1.358V solar 1.535V 

                     lite bat  slr  mois temp
-----

8:08PM 04/20/2015 now sunset just below the mountains/hills of Vancouver Island

                     lite bat  slr  mois temp
2015/04/20 19:59:38: 03AD.01A5.01DB.0152.0000 battery 1.358V solar 1.532V 
2015/04/20 20:00:08: 03AA.01A5.01DB.0150.0000 battery 1.358V solar 1.532V 
2015/04/20 20:00:38: 03AA.01A5.01DB.014F.0000 battery 1.358V solar 1.532V 
2015/04/20 20:01:08: 03AA.01A5.01DB.014D.0000 battery 1.358V solar 1.532V 
2015/04/20 20:01:38: 03A9.01A4.01DA.0152.0000 battery 1.355V solar 1.529V 
2015/04/20 20:02:38: 039F.01A4.01D7.0151.0000 battery 1.355V solar 1.519V 
2015/04/20 20:03:08: 0399.01A4.01D7.0151.0000 battery 1.355V solar 1.519V 
2015/04/20 20:03:38: 038E.01A5.01D6.014D.0000 battery 1.358V solar 1.516V 
2015/04/20 20:04:08: 037F.01A4.01D4.014F.0000 battery 1.355V solar 1.510V 
2015/04/20 20:04:38: 0378.01A4.01D2.014F.0000 battery 1.355V solar 1.503V 
2015/04/20 20:05:08: 036E.01A5.01D2.0149.0000 battery 1.358V solar 1.503V 
2015/04/20 20:05:38: 0366.01A4.01D1.0147.0000 battery 1.355V solar 1.500V 
2015/04/20 20:06:08: 035C.01A5.01D0.014A.0000 battery 1.358V solar 1.497V 
2015/04/20 20:06:38: 0355.01A5.01CD.0149.0000 battery 1.358V solar 1.487V 
2015/04/20 20:07:08: 034E.01A4.01CD.0148.0000 battery 1.355V solar 1.487V 
2015/04/20 20:07:38: 0349.01A4.01CC.014A.0000 battery 1.355V solar 1.484V 
2015/04/20 20:08:08: 0341.0198.01C6.0149.0000 battery 1.316V solar 1.465V 
2015/04/20 20:08:38: 033A.01A4.01CA.0146.0000 battery 1.355V solar 1.477V 

-----

                     lite bat  slr  mois temp
2015/04/20 20:09:08: 0335.01A4.01C8.0147.0000 battery 1.355V solar 1.471V 
2015/04/20 20:09:38: 032D.01A4.01C6.0147.0000 battery 1.355V solar 1.465V 
2015/04/20 20:10:08: 0327.01A1.01C4.0147.0000 battery 1.345V solar 1.458V 
2015/04/20 20:10:38: 0320.01A4.01C6.0144.0000 battery 1.355V solar 1.465V 
2015/04/20 20:11:08: 031A.01A3.01C0.0145.0000 battery 1.352V solar 1.445V 
2015/04/20 20:11:38: 0315.01A4.01C1.0145.0000 battery 1.355V solar 1.448V 
2015/04/20 20:12:08: 030E.01A4.01C2.0143.0000 battery 1.355V solar 1.452V 
2015/04/20 20:12:38: 0308.019B.01BC.0142.0000 battery 1.326V solar 1.432V 
2015/04/20 20:13:08: 0301.01A3.01BC.0142.0000 battery 1.352V solar 1.432V 
2015/04/20 20:13:38: 02FA.01AC.01BB.0141.0000 battery 1.381V solar 1.429V 
2015/04/20 20:14:08: 02F2.01A4.01B8.013F.0000 battery 1.355V solar 1.419V 
2015/04/20 20:14:38: 02EB.01A4.01B7.013E.0000 battery 1.355V solar 1.416V 
2015/04/20 20:15:08: 02E4.01A4.01B2.013C.0000 battery 1.355V solar 1.400V 
2015/04/20 20:15:39: 02DB.01A3.01B0.013A.0000 battery 1.352V solar 1.394V 
2015/04/20 20:16:09: 02D2.01A3.01AB.0137.0000 battery 1.352V solar 1.377V 
2015/04/20 20:16:39: 02C9.01A4.01A7.0133.0000 battery 1.355V solar 1.365V 

-----

Solar voltage goes below battery voltage

                     lite bat  slr  mois temp
2015/04/20 20:17:09: 02C0.01A4.01A3.0131.0000 battery 1.355V solar 1.352V 
2015/04/20 20:17:39: 02B7.01A4.019D.012D.0000 battery 1.355V solar 1.332V 
2015/04/20 20:18:09: 02AD.01A3.0197.0129.0000 battery 1.352V solar 1.313V 
2015/04/20 20:18:39: 02A3.01A4.0192.0125.0000 battery 1.355V solar 1.297V 
2015/04/20 20:19:09: 0298.01A4.018C.0122.0000 battery 1.355V solar 1.277V 
2015/04/20 20:19:39: 028F.0197.0184.011E.0000 battery 1.313V solar 1.252V 
2015/04/20 20:20:09: 0283.01A4.0180.0119.0000 battery 1.355V solar 1.239V 
2015/04/20 20:20:39: 0279.01A3.0179.0115.0000 battery 1.352V solar 1.216V 
2015/04/20 20:21:09: 026C.01A4.0173.0111.0000 battery 1.355V solar 1.197V 
2015/04/20 20:21:39: 0261.01A3.016D.010D.0000 battery 1.352V solar 1.177V 
2015/04/20 20:22:09: 0256.0199.0166.0109.0000 battery 1.319V solar 1.155V 
2015/04/20 20:22:39: 024A.01A3.0160.0105.0000 battery 1.352V solar 1.135V 
2015/04/20 20:23:09: 023E.01A3.0159.0100.0000 battery 1.352V solar 1.113V 
2015/04/20 20:23:39: 0231.01A4.0152.00FB.0000 battery 1.355V solar 1.090V 
2015/04/20 20:24:09: 0225.01A3.014A.00F7.0000 battery 1.352V solar 1.065V 
2015/04/20 20:24:39: 0217.01A3.0143.00F1.0000 battery 1.352V solar 1.042V 
2015/04/20 20:25:09: 020A.01A3.013B.00ED.0000 battery 1.352V solar 1.016V 

-----

Light turns on here with lite < 200 based on setting

                     lite bat  slr  mois temp
2015/04/20 20:25:39: 01FD.019A.0132.00E7.0000 battery 1.323V solar 0.987V 
2015/04/20 20:26:09: 01EF.01A3.012A.00E2.0000 battery 1.352V solar 0.961V 
2015/04/20 20:26:39: 01E1.01A2.0122.00DC.0000 battery 1.348V solar 0.935V 
2015/04/20 20:27:39: 01C4.01A3.0111.00D0.0000 battery 1.352V solar 0.881V 
2015/04/20 20:28:09: 01B5.01A2.0107.00CA.0000 battery 1.348V solar 0.848V 
2015/04/20 20:28:39: 01A6.01A3.00FE.00C3.0000 battery 1.352V solar 0.819V 
2015/04/20 20:29:09: 0197.01A3.00F5.00BE.0000 battery 1.352V solar 0.790V 
2015/04/20 20:29:39: 0188.01A2.00ED.00B7.0000 battery 1.348V solar 0.765V 
2015/04/20 20:30:09: 0179.01A2.00E2.00B1.0000 battery 1.348V solar 0.729V 
2015/04/20 20:30:39: 016B.01A3.00DA.00AA.0000 battery 1.352V solar 0.703V 
2015/04/20 20:31:09: 015C.01A3.00D0.00A4.0000 battery 1.352V solar 0.671V 
2015/04/20 20:31:39: 014D.01A3.00C7.009E.0000 battery 1.352V solar 0.642V 
2015/04/20 20:32:09: 0260.01A3.00BD.0098.0000 battery 1.352V solar 0.610V 
2015/04/20 20:32:39: 0133.01A0.00B7.0092.0000 battery 1.342V solar 0.590V 
2015/04/20 20:33:09: 012A.019A.00AD.008C.0000 battery 1.323V solar 0.558V 
2015/04/20 20:33:39: 011D.01A3.00A5.0087.0000 battery 1.352V solar 0.532V 
2015/04/20 20:34:09: 010F.0196.009D.0082.0000 battery 1.310V solar 0.506V 
2015/04/20 20:34:39: 0104.01A2.0095.007D.0000 battery 1.348V solar 0.481V 
2015/04/20 20:35:09: 00F8.01A3.008C.0078.0000 battery 1.352V solar 0.452V 
2015/04/20 20:35:39: 00EC.01A2.0086.0074.0000 battery 1.348V solar 0.432V 
2015/04/20 20:36:09: 00E1.019C.0080.0070.0000 battery 1.329V solar 0.413V 
2015/04/20 20:36:39: 00D7.01A3.0079.006B.0000 battery 1.352V solar 0.390V 
2015/04/20 20:37:09: 00CA.01A3.0073.0068.0000 battery 1.352V solar 0.371V 
2015/04/20 20:37:39: 00C4.019F.006E.0065.0000 battery 1.339V solar 0.355V 
2015/04/20 20:38:09: 00BA.01A3.0068.0061.0000 battery 1.352V solar 0.335V 
2015/04/20 20:38:39: 00B1.01A2.0063.005D.0000 battery 1.348V solar 0.319V 
2015/04/20 20:39:09: 00A9.019D.005F.005B.0000 battery 1.332V solar 0.306V 
2015/04/20 20:39:39: 009F.01A3.005A.0058.0000 battery 1.352V solar 0.290V 
2015/04/20 20:40:09: 0099.019A.0056.0056.0000 battery 1.323V solar 0.277V 
2015/04/20 20:40:39: 0240.01A0.0052.0051.0000 battery 1.342V solar 0.265V 
2015/04/20 20:41:09: 008A.01A2.004E.0051.0000 battery 1.348V solar 0.252V 
2015/04/20 20:41:39: 008E.01A2.004A.004E.0000 battery 1.348V solar 0.239V 
2015/04/20 20:42:09: 0083.01A2.0047.004C.0000 battery 1.348V solar 0.229V 
2015/04/20 20:42:39: 007C.01A2.0045.004A.0000 battery 1.348V solar 0.223V

-----
                     lite bat  slr  mois temp
2015/04/20 20:43:09: 0074.019D.0041.0049.0000 battery 1.332V solar 0.210V 
2015/04/20 20:43:39: 006E.019B.003E.0047.0000 battery 1.326V solar 0.200V 
2015/04/20 20:44:09: 0067.01A3.003C.0046.0000 battery 1.352V solar 0.194V 
2015/04/20 20:44:39: 0062.019B.0039.0044.0000 battery 1.326V solar 0.184V 
2015/04/20 20:45:09: 005C.01A2.0036.0043.0000 battery 1.348V solar 0.174V 
2015/04/20 20:45:39: 0057.01A3.0034.0042.0000 battery 1.352V solar 0.168V 
2015/04/20 20:46:09: 0052.0199.0032.0040.0000 battery 1.319V solar 0.161V 
2015/04/20 20:46:39: 004D.01A2.0030.003F.0000 battery 1.348V solar 0.155V 
2015/04/20 20:47:09: 0049.01A2.002E.003D.0000 battery 1.348V solar 0.148V 
2015/04/20 20:47:39: 0045.01A2.002C.003D.0000 battery 1.348V solar 0.142V 
2015/04/20 20:48:09: 0041.01A2.002C.003D.0000 battery 1.348V solar 0.142V 
2015/04/20 20:48:39: 003D.01A1.002A.003B.0000 battery 1.345V solar 0.135V 
2015/04/20 20:49:09: 0234.01A1.0029.0038.0000 battery 1.345V solar 0.132V 
2015/04/20 20:49:39: 0034.01A2.0028.003A.0000 battery 1.348V solar 0.129V 
2015/04/20 20:50:09: 0043.01A2.0026.0039.0000 battery 1.348V solar 0.123V 
2015/04/20 20:50:39: 003B.01A2.0024.0038.0000 battery 1.348V solar 0.116V 
2015/04/20 20:51:09: 0035.01A2.0023.0039.0000 battery 1.348V solar 0.113V 
2015/04/20 20:52:39: 0045.01A1.0040.0048.0000 battery 1.345V solar 0.206V 
2015/04/20 20:53:09: 0042.01A1.003F.0048.0000 battery 1.345V solar 0.203V 
2015/04/20 20:53:39: 003F.0197.003E.0047.0000 battery 1.313V solar 0.200V 
2015/04/20 20:54:09: 0022.0194.0021.0035.0000 battery 1.303V solar 0.106V 
2015/04/20 20:54:39: 0020.0196.0021.0035.0000 battery 1.310V solar 0.106V 
2015/04/20 20:55:09: 001D.0197.0020.0034.0000 battery 1.313V solar 0.103V 
2015/04/20 20:55:39: 001B.01A1.001E.0035.0000 battery 1.345V solar 0.097V 
2015/04/20 20:56:09: 001A.01A1.001F.0033.0000 battery 1.345V solar 0.100V 
2015/04/20 20:56:39: 0019.01A1.001E.0033.0000 battery 1.345V solar 0.097V 
2015/04/20 20:57:09: 0017.01A1.001E.0033.0000 battery 1.345V solar 0.097V 
2015/04/20 20:57:39: 0230.01A1.001E.002F.0000 battery 1.345V solar 0.097V 
2015/04/20 20:58:09: 0011.0199.001E.0033.0000 battery 1.319V solar 0.097V 
2015/04/20 20:58:39: 0026.01A0.001E.0033.0000 battery 1.342V solar 0.097V 
2015/04/20 20:59:09: 001E.01A1.001E.0033.0000 battery 1.345V solar 0.097V 
2015/04/20 20:59:39: 0019.01A1.001D.0034.0000 battery 1.345V solar 0.094V 
2015/04/20 21:00:09: 0016.01A1.001D.0033.0000 battery 1.345V solar 0.094V 
2015/04/20 21:00:39: 0014.01A1.001D.0032.0000 battery 1.345V solar 0.094V 
2015/04/20 21:01:09: 000F.01A1.001C.0031.0000 battery 1.345V solar 0.090V 
2015/04/20 21:01:39: 0010.019B.001D.0032.0000 battery 1.326V solar 0.094V 
2015/04/20 21:02:09: 000F.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:02:39: 000E.01A1.001C.0031.0000 battery 1.345V solar 0.090V 
2015/04/20 21:03:09: 000D.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:03:39: 000C.019A.001D.0034.0000 battery 1.323V solar 0.094V 
2015/04/20 21:04:09: 000A.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:04:39: 000C.01A2.001C.0032.0000 battery 1.348V solar 0.090V 
2015/04/20 21:05:09: 0009.01A1.001B.0031.0000 battery 1.345V solar 0.087V 
2015/04/20 21:05:39: 000A.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:06:09: 022F.019D.001A.002E.0000 battery 1.332V solar 0.084V 
2015/04/20 21:06:39: 0005.0195.001C.0032.0000 battery 1.306V solar 0.090V 
2015/04/20 21:07:09: 001F.01A1.001B.0031.0000 battery 1.345V solar 0.087V 
2015/04/20 21:07:39: 0016.01A0.001C.0032.0000 battery 1.342V solar 0.090V 
2015/04/20 21:08:09: 0013.01A1.001A.0031.0000 battery 1.345V solar 0.084V 
2015/04/20 21:08:39: 000F.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:09:09: 000D.0194.001C.0032.0000 battery 1.303V solar 0.090V 
2015/04/20 21:09:39: 0009.01A1.001B.0031.0000 battery 1.345V solar 0.087V 
2015/04/20 21:10:09: 000A.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:10:39: 0009.01A1.001B.0031.0000 battery 1.345V solar 0.087V 
2015/04/20 21:11:09: 0009.019D.001C.0032.0000 battery 1.332V solar 0.090V 
2015/04/20 21:11:39: 0008.01A1.001A.0031.0000 battery 1.345V solar 0.084V 
2015/04/20 21:12:09: 0007.0195.001C.0032.0000 battery 1.306V solar 0.090V 
2015/04/20 21:12:39: 0007.01A1.001B.0031.0000 battery 1.345V solar 0.087V 
2015/04/20 21:13:09: 0007.01A0.001B.0032.0000 battery 1.342V solar 0.087V 
2015/04/20 21:13:39: 0006.019B.001C.0032.0000 battery 1.326V solar 0.090V 
2015/04/20 21:14:09: 0006.01A1.001B.0031.0000 battery 1.345V solar 0.087V 
2015/04/20 21:14:39: 0230.019F.001B.002F.0000 battery 1.339V solar 0.087V 
2015/04/20 21:15:09: 0002.01A0.001B.0031.0000 battery 1.342V solar 0.087V 
2015/04/20 21:15:39: 001D.01A0.001A.0031.0000 battery 1.342V solar 0.084V 
2015/04/20 21:16:09: 0015.01A0.001A.0031.0000 battery 1.342V solar 0.084V 
2015/04/20 21:16:40: 0010.01A0.001B.0031.0000 battery 1.342V solar 0.087V 
2015/04/20 21:17:10: 000E.01A1.001B.0032.0000 battery 1.345V solar 0.087V 
2015/04/20 21:17:40: 000D.01A0.001A.0030.0000 battery 1.342V solar 0.084V 
2015/04/20 21:18:10: 000A.0197.001B.0031.0000 battery 1.313V solar 0.087V 
2015/04/20 21:18:40: 0009.01A0.001B.0031.0000 battery 1.342V solar 0.087V 
2015/04/20 21:19:10: 0009.01A0.001B.0031.0000 battery 1.342V solar 0.087V 
2015/04/20 21:19:40: 0008.01A0.001A.0031.0000 battery 1.342V solar 0.084V 
2015/04/20 21:20:10: 0007.01A1.001C.0032.0000 battery 1.345V solar 0.090V 
2015/04/20 21:20:40: 0006.019F.001B.0031.0000 battery 1.339V solar 0.087V 
2015/04/20 21:21:10: 0006.019F.001B.0031.0000 battery 1.339V solar 0.087V 
2015/04/20 21:21:40: 0006.01A0.001A.0031.0000 battery 1.342V solar 0.084V 
2015/04/20 21:22:10: 0006.01A0.001B.0032.0000 battery 1.342V solar 0.087V 
2015/04/20 21:22:40: 0005.0199.001B.0032.0000 battery 1.319V solar 0.087V 
2015/04/20 21:23:10: 0235.019F.001C.002E.0000 battery 1.339V solar 0.090V 
2015/04/20 21:23:40: 0001.0195.001B.0031.0000 battery 1.306V solar 0.087V 
2015/04/20 21:24:10: 001D.01A0.001B.0031.0000 battery 1.342V solar 0.087V 
2015/04/20 21:25:10: 001A.019F.0015.0039.0000 battery 1.339V solar 0.068V 
2015/04/20 21:25:40: 0018.019F.0015.002F.0000 battery 1.339V solar 0.068V 
2015/04/20 21:26:10: 0015.01A0.0013.002C.0000 battery 1.342V solar 0.061V 
2015/04/20 21:26:40: 0014.0196.0017.002D.0000 battery 1.310V solar 0.074V 
2015/04/20 21:27:10: 0013.01A0.0016.002E.0000 battery 1.342V solar 0.071V 
2015/04/20 21:27:40: 0013.0198.0018.002C.0000 battery 1.316V solar 0.077V 
2015/04/20 21:28:10: 0011.01A0.0016.002B.0000 battery 1.342V solar 0.071V 
2015/04/20 21:28:40: 0011.019F.0017.002B.0000 battery 1.339V solar 0.074V 
2015/04/20 21:29:10: 0010.0195.0018.002C.0000 battery 1.306V solar 0.077V 
2015/04/20 21:29:40: 0010.01A0.0016.002A.0000 battery 1.342V solar 0.071V 
2015/04/20 21:30:10: 000F.0196.0018.002A.0000 battery 1.310V solar 0.077V 
2015/04/20 21:30:40: 000E.01A0.0017.002A.0000 battery 1.342V solar 0.074V 
2015/04/20 21:31:10: 000D.01A0.0016.002A.0000 battery 1.342V solar 0.071V 
2015/04/20 21:31:40: 0241.0192.0018.0026.0000 battery 1.297V solar 0.077V 
2015/04/20 21:32:10: 000D.019F.0017.0029.0000 battery 1.339V solar 0.074V 
2015/04/20 21:32:40: 0022.01A0.0018.0028.0000 battery 1.342V solar 0.077V 
2015/04/20 21:33:10: 001D.019F.0018.0028.0000 battery 1.339V solar 0.077V 
2015/04/20 21:33:40: 0018.0198.0019.0027.0000 battery 1.316V solar 0.081V 
2015/04/20 21:34:10: 0016.019F.0019.0029.0000 battery 1.339V solar 0.081V 
2015/04/20 21:34:40: 0014.019F.0019.0027.0000 battery 1.339V solar 0.081V 
2015/04/20 21:35:10: 0013.019F.0019.0027.0000 battery 1.339V solar 0.081V 
2015/04/20 21:35:39: 0013.019F.0019.0027.0000 battery 1.339V solar 0.081V 
2015/04/20 21:36:09: 0010.0193.0019.0027.0000 battery 1.300V solar 0.081V 
2015/04/20 21:36:39: 0011.01A0.001A.0027.0000 battery 1.342V solar 0.084V 
2015/04/20 21:37:09: 000F.019E.0019.0028.0000 battery 1.335V solar 0.081V 
2015/04/20 21:37:39: 000F.019F.001A.0026.0000 battery 1.339V solar 0.084V 
2015/04/20 21:38:09: 000F.019F.001A.0027.0000 battery 1.339V solar 0.084V 
2015/04/20 21:38:39: 0010.01A0.001A.0026.0000 battery 1.342V solar 0.084V 
2015/04/20 21:39:09: 000E.019E.001B.0027.0000 battery 1.335V solar 0.087V 
2015/04/20 21:39:39: 000F.019F.001A.0026.0000 battery 1.339V solar 0.084V 
2015/04/20 21:40:09: 0243.0197.001B.0023.0000 battery 1.313V solar 0.087V 
2015/04/20 21:40:39: 000E.01A0.001B.0026.0000 battery 1.342V solar 0.087V 
2015/04/20 21:41:09: 0023.019F.001B.0026.0000 battery 1.339V solar 0.087V 
2015/04/20 21:41:39: 001B.019E.001B.0025.0000 battery 1.335V solar 0.087V 
2015/04/20 21:42:09: 0016.01A0.001B.0026.0000 battery 1.342V solar 0.087V 
2015/04/20 21:42:39: 0015.019F.001A.0025.0000 battery 1.339V solar 0.084V 
2015/04/20 21:43:09: 0015.019F.001C.0026.0000 battery 1.339V solar 0.090V 
2015/04/20 21:43:39: 0012.019F.001C.0026.0000 battery 1.339V solar 0.090V 

-----

Gap here since there is a lot of data between 9:43PM and 5:00AM

The battery state was:

9:45PM 1.339v
5:00AM 1.274v

                     lite bat  slr  mois temp
2015/04/21 05:00:24: 0004.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:00:54: 0003.018B.001E.0027.0000 battery 1.274V solar 0.097V 
2015/04/21 05:01:24: 0003.018B.001D.0027.0000 battery 1.274V solar 0.094V 
2015/04/21 05:01:53: 0247.018B.001F.0024.0000 battery 1.274V solar 0.100V 
2015/04/21 05:02:23: 0000.018B.001F.0028.0000 battery 1.274V solar 0.100V 
2015/04/21 05:02:53: 0019.018B.001D.0026.0000 battery 1.274V solar 0.094V 
2015/04/21 05:03:23: 0012.018A.001F.0026.0000 battery 1.271V solar 0.100V 
2015/04/21 05:03:53: 000D.018C.0020.0027.0000 battery 1.277V solar 0.103V 
2015/04/21 05:04:23: 000A.018B.001F.0026.0000 battery 1.274V solar 0.100V 
2015/04/21 05:04:53: 0008.0189.001F.0027.0000 battery 1.268V solar 0.100V 
2015/04/21 05:05:23: 0007.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:05:53: 0006.0180.001F.0026.0000 battery 1.239V solar 0.100V 
2015/04/21 05:06:23: 0005.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:06:53: 0004.018B.001D.0027.0000 battery 1.274V solar 0.094V 
2015/04/21 05:07:23: 0004.018B.001F.0026.0000 battery 1.274V solar 0.100V 
2015/04/21 05:07:53: 0005.018B.001F.0027.0000 battery 1.274V solar 0.100V 
2015/04/21 05:08:23: 0003.0187.001F.0026.0000 battery 1.261V solar 0.100V 
2015/04/21 05:08:53: 0003.0181.001F.0027.0000 battery 1.242V solar 0.100V 
2015/04/21 05:09:23: 0003.0189.001F.0026.0000 battery 1.268V solar 0.100V 
2015/04/21 05:09:53: 0002.018B.001F.0027.0000 battery 1.274V solar 0.100V 
